order_details_id,order_id,order_date,order_time,item_id,order_date_new
68,25,01/01/2023,14:44:44,106,2023-01-01
69,26,01/01/2023,14:54:26,108,2023-01-01
70,26,01/01/2023,14:54:26,132,2023-01-01
71,27,01/01/2023,15:11:17,101,2023-01-01
72,27,01/01/2023,15:11:17,108,2023-01-01
73,27,01/01/2023,15:11:17,131,2023-01-01
74,28,01/01/2023,15:35:46,103,2023-01-01
75,29,01/01/2023,15:41:01,126,2023-01-01
76,30,01/01/2023,15:41:25,106,2023-01-01
77,31,01/01/2023,15:50:18,129,2023-01-01
78,31,01/01/2023,15:50:18,113,2023-01-01
79,32,01/01/2023,15:53:18,107,2023-01-01
80,32,01/01/2023,15:53:18,126,2023-01-01
81,32,01/01/2023,15:53:18,110,2023-01-01
82,32,01/01/2023,15:53:18,117,2023-01-01
83,33,01/01/2023,15:54:08,101,2023-01-01
84,33,01/01/2023,15:54:08,126,2023-01-01
85,34,01/01/2023,16:21:21,114,2023-01-01
86,35,01/01/2023,16:32:04,126,2023-01-01
87,35,01/01/2023,16:32:04,112,2023-01-01
88,35,01/01/2023,16:32:04,113,2023-01-01
89,35,01/01/2023,16:32:04,106,2023-01-01
90,36,01/01/2023,16:54:09,101,2023-01-01
91,36,01/01/2023,16:54:09,108,2023-01-01
92,37,01/01/2023,16:56:09,117,2023-01-01
93,37,01/01/2023,16:56:09,129,2023-01-01
94,38,01/01/2023,17:03:00,109,2023-01-01
95,38,01/01/2023,17:03:00,110,2023-01-01
96,39,01/01/2023,17:07:23,117,2023-01-01
97,40,01/01/2023,17:14:36,125,2023-01-01
98,40,01/01/2023,17:14:36,105,2023-01-01
99,41,01/01/2023,17:15:20,125,2023-01-01
100,41,01/01/2023,17:15:20,126,2023-01-01
101,42,01/01/2023,17:28:09,107,2023-01-01
102,42,01/01/2023,17:28:09,124,2023-01-01
103,42,01/01/2023,17:28:09,129,2023-01-01
104,42,01/01/2023,17:28:09,118,2023-01-01
105,43,01/01/2023,17:38:34,103,2023-01-01
106,43,01/01/2023,17:38:34,117,2023-01-01
107,43,01/01/2023,17:38:34,118,2023-01-01
108,44,01/01/2023,17:54:20,130,2023-01-01
109,45,01/01/2023,17:55:48,125,2023-01-01
110,45,01/01/2023,17:55:48,109,2023-01-01
111,45,01/01/2023,17:55:48,106,2023-01-01
112,46,01/01/2023,18:25:51,104,2023-01-01
113,46,01/01/2023,18:25:51,108,2023-01-01
114,46,01/01/2023,18:25:51,106,2023-01-01
115,47,01/01/2023,18:26:34,105,2023-01-01
116,47,01/01/2023,18:26:34,132,2023-01-01
117,48,01/01/2023,18:26:42,104,2023-01-01
118,48,01/01/2023,18:26:42,126,2023-01-01
119,48,01/01/2023,18:26:42,119,2023-01-01
120,48,01/01/2023,18:26:42,122,2023-01-01
121,49,01/01/2023,18:33:00,120,2023-01-01
122,50,01/01/2023,18:41:01,NULL,2023-01-01
123,51,01/01/2023,18:48:28,101,2023-01-01
124,51,01/01/2023,18:48:28,112,2023-01-01
125,52,01/01/2023,18:53:02,109,2023-01-01
126,52,01/01/2023,18:53:02,129,2023-01-01
127,52,01/01/2023,18:53:02,122,2023-01-01
128,53,01/01/2023,18:54:17,112,2023-01-01
129,53,01/01/2023,18:54:17,123,2023-01-01
130,54,01/01/2023,19:01:45,119,2023-01-01
131,54,01/01/2023,19:01:45,106,2023-01-01
132,55,01/01/2023,19:03:19,118,2023-01-01
133,55,01/01/2023,19:03:19,122,2023-01-01
134,56,01/01/2023,19:07:00,108,2023-01-01
135,56,01/01/2023,19:07:00,128,2023-01-01
136,56,01/01/2023,19:07:00,105,2023-01-01
137,57,01/01/2023,19:10:51,108,2023-01-01
138,58,01/01/2023,19:30:40,124,2023-01-01
139,58,01/01/2023,19:30:40,113,2023-01-01
140,59,01/01/2023,19:40:08,127,2023-01-01
141,59,01/01/2023,19:40:08,112,2023-01-01
142,59,01/01/2023,19:40:08,113,2023-01-01
143,60,01/01/2023,20:05:16,104,2023-01-01
144,60,01/01/2023,20:05:16,125,2023-01-01
145,61,01/01/2023,20:08:43,101,2023-01-01
146,61,01/01/2023,20:08:43,117,2023-01-01
147,62,01/01/2023,20:50:16,101,2023-01-01
148,62,01/01/2023,20:50:16,123,2023-01-01
149,63,01/01/2023,20:51:42,112,2023-01-01
150,64,01/01/2023,20:52:08,107,2023-01-01
151,65,01/01/2023,21:16:00,112,2023-01-01
152,65,01/01/2023,21:16:00,120,2023-01-01
153,65,01/01/2023,21:16:00,122,2023-01-01
154,65,01/01/2023,21:16:00,123,2023-01-01
155,66,01/01/2023,21:47:55,108,2023-01-01
156,66,01/01/2023,21:47:55,110,2023-01-01
157,67,01/01/2023,22:03:40,105,2023-01-01
158,68,01/01/2023,22:07:32,108,2023-01-01
159,68,01/01/2023,22:07:32,117,2023-01-01
160,68,01/01/2023,22:07:32,117,2023-01-01
161,69,01/01/2023,22:12:13,101,2023-01-01
162,70,01/02/2023,11:38:51,127,2023-01-02
163,70,01/02/2023,11:38:51,121,2023-01-02
164,71,01/02/2023,11:40:50,106,2023-01-02
165,72,01/02/2023,11:57:25,131,2023-01-02
166,73,01/02/2023,11:58:56,106,2023-01-02
167,74,01/02/2023,12:01:12,124,2023-01-02
168,74,01/02/2023,12:01:12,129,2023-01-02
169,74,01/02/2023,12:01:12,130,2023-01-02
170,74,01/02/2023,12:01:12,123,2023-01-02
171,75,01/02/2023,12:10:15,117,2023-01-02
172,75,01/02/2023,12:10:15,128,2023-01-02
173,75,01/02/2023,12:10:15,111,2023-01-02
174,76,01/02/2023,12:21:17,107,2023-01-02
175,76,01/02/2023,12:21:17,109,2023-01-02
176,76,01/02/2023,12:21:17,127,2023-01-02
177,76,01/02/2023,12:21:17,122,2023-01-02
178,77,01/02/2023,12:22:46,101,2023-01-02
179,77,01/02/2023,12:22:46,109,2023-01-02
180,78,01/02/2023,12:28:14,107,2023-01-02
181,78,01/02/2023,12:28:14,108,2023-01-02
182,78,01/02/2023,12:28:14,125,2023-01-02
183,78,01/02/2023,12:28:14,110,2023-01-02
184,78,01/02/2023,12:28:14,122,2023-01-02
185,78,01/02/2023,12:28:14,106,2023-01-02
186,79,01/02/2023,12:29:11,110,2023-01-02
187,79,01/02/2023,12:29:11,112,2023-01-02
188,79,01/02/2023,12:29:11,106,2023-01-02
189,80,01/02/2023,12:35:38,113,2023-01-02
190,80,01/02/2023,12:35:38,106,2023-01-02
191,81,01/02/2023,12:40:01,106,2023-01-02
192,82,01/02/2023,12:45:51,107,2023-01-02
193,82,01/02/2023,12:45:51,102,2023-01-02
194,82,01/02/2023,12:45:51,122,2023-01-02
195,82,01/02/2023,12:45:51,132,2023-01-02
196,83,01/02/2023,12:53:27,105,2023-01-02
197,84,01/02/2023,13:13:41,113,2023-01-02
198,85,01/02/2023,13:34:49,108,2023-01-02
199,85,01/02/2023,13:34:49,108,2023-01-02
200,85,01/02/2023,13:34:49,117,2023-01-02
201,85,01/02/2023,13:34:49,114,2023-01-02
202,86,01/02/2023,13:40:31,109,2023-01-02
203,87,01/02/2023,14:01:02,110,2023-01-02
204,87,01/02/2023,14:01:02,129,2023-01-02
205,87,01/02/2023,14:01:02,123,2023-01-02
206,87,01/02/2023,14:01:02,123,2023-01-02
207,88,01/02/2023,14:10:08,124,2023-01-02
208,89,01/02/2023,14:30:19,121,2023-01-02
209,89,01/02/2023,14:30:19,106,2023-01-02
210,90,01/02/2023,15:08:48,120,2023-01-02
211,90,01/02/2023,15:08:48,106,2023-01-02
212,91,01/02/2023,15:14:43,101,2023-01-02
213,91,01/02/2023,15:14:43,104,2023-01-02
214,91,01/02/2023,15:14:43,113,2023-01-02
215,92,01/02/2023,15:17:02,101,2023-01-02
216,92,01/02/2023,15:17:02,117,2023-01-02
217,92,01/02/2023,15:17:02,117,2023-01-02
218,92,01/02/2023,15:17:02,127,2023-01-02
219,92,01/02/2023,15:17:02,113,2023-01-02
220,92,01/02/2023,15:17:02,118,2023-01-02
221,92,01/02/2023,15:17:02,131,2023-01-02
222,92,01/02/2023,15:17:02,123,2023-01-02
223,92,01/02/2023,15:17:02,114,2023-01-02
224,93,01/02/2023,15:29:31,120,2023-01-02
225,94,01/02/2023,16:17:16,110,2023-01-02
226,94,01/02/2023,16:17:16,105,2023-01-02
227,95,01/02/2023,16:18:04,111,2023-01-02
228,95,01/02/2023,16:18:04,118,2023-01-02
229,96,01/02/2023,16:21:20,111,2023-01-02
230,97,01/02/2023,16:45:33,107,2023-01-02
231,98,01/02/2023,17:18:18,108,2023-01-02
232,98,01/02/2023,17:18:18,111,2023-01-02
233,99,01/02/2023,17:45:42,117,2023-01-02
234,100,01/02/2023,17:46:17,109,2023-01-02
235,101,01/02/2023,17:51:33,102,2023-01-02
236,101,01/02/2023,17:51:33,113,2023-01-02
237,101,01/02/2023,17:51:33,121,2023-01-02
238,101,01/02/2023,17:51:33,122,2023-01-02
239,102,01/02/2023,17:54:04,101,2023-01-02
240,102,01/02/2023,17:54:04,119,2023-01-02
241,103,01/02/2023,18:02:09,123,2023-01-02
242,104,01/02/2023,18:02:12,101,2023-01-02
243,104,01/02/2023,18:02:12,103,2023-01-02
244,104,01/02/2023,18:02:12,127,2023-01-02
245,104,01/02/2023,18:02:12,132,2023-01-02
246,105,01/02/2023,18:12:01,109,2023-01-02
247,105,01/02/2023,18:12:01,113,2023-01-02
248,105,01/02/2023,18:12:01,119,2023-01-02
249,106,01/02/2023,18:12:13,129,2023-01-02
250,106,01/02/2023,18:12:13,122,2023-01-02
251,107,01/02/2023,18:25:09,102,2023-01-02
252,107,01/02/2023,18:25:09,117,2023-01-02
253,107,01/02/2023,18:25:09,122,2023-01-02
254,107,01/02/2023,18:25:09,132,2023-01-02
255,108,01/02/2023,18:25:25,108,2023-01-02
256,108,01/02/2023,18:25:25,109,2023-01-02
257,108,01/02/2023,18:25:25,123,2023-01-02
258,109,01/02/2023,18:27:50,110,2023-01-02
259,109,01/02/2023,18:27:50,117,2023-01-02
260,109,01/02/2023,18:27:50,113,2023-01-02
261,109,01/02/2023,18:27:50,119,2023-01-02
262,110,01/02/2023,18:36:19,107,2023-01-02
263,110,01/02/2023,18:36:19,111,2023-01-02
264,110,01/02/2023,18:36:19,121,2023-01-02
265,110,01/02/2023,18:36:19,122,2023-01-02
266,111,01/02/2023,18:38:01,102,2023-01-02
267,111,01/02/2023,18:38:01,124,2023-01-02
268,111,01/02/2023,18:38:01,113,2023-01-02
269,111,01/02/2023,18:38:01,130,2023-01-02
270,112,01/02/2023,18:41:40,113,2023-01-02
271,113,01/02/2023,18:50:21,102,2023-01-02
272,113,01/02/2023,18:50:21,129,2023-01-02
273,113,01/02/2023,18:50:21,105,2023-01-02
274,114,01/02/2023,18:59:32,113,2023-01-02
275,114,01/02/2023,18:59:32,120,2023-01-02
276,115,01/02/2023,19:05:17,107,2023-01-02
277,115,01/02/2023,19:05:17,111,2023-01-02
278,115,01/02/2023,19:05:17,106,2023-01-02
279,116,01/02/2023,19:18:49,124,2023-01-02
280,117,01/02/2023,19:23:02,118,2023-01-02
281,117,01/02/2023,19:23:02,120,2023-01-02
282,118,01/02/2023,19:26:59,119,2023-01-02
283,118,01/02/2023,19:26:59,131,2023-01-02
284,119,01/02/2023,19:32:29,125,2023-01-02
285,120,01/02/2023,19:35:07,108,2023-01-02
286,120,01/02/2023,19:35:07,109,2023-01-02
287,120,01/02/2023,19:35:07,131,2023-01-02
288,121,01/02/2023,19:38:48,101,2023-01-02
289,121,01/02/2023,19:38:48,125,2023-01-02
290,121,01/02/2023,19:38:48,120,2023-01-02
291,121,01/02/2023,19:38:48,105,2023-01-02
292,122,01/02/2023,19:50:19,117,2023-01-02
293,123,01/02/2023,20:12:09,110,2023-01-02
294,124,01/02/2023,20:12:34,101,2023-01-02
295,124,01/02/2023,20:12:34,120,2023-01-02
296,124,01/02/2023,20:12:34,122,2023-01-02
297,124,01/02/2023,20:12:34,114,2023-01-02
298,125,01/02/2023,20:31:06,NULL,2023-01-02
299,126,01/02/2023,20:53:42,132,2023-01-02
300,127,01/02/2023,20:58:23,113,2023-01-02
301,128,01/02/2023,21:05:06,122,2023-01-02
302,129,01/02/2023,21:13:02,107,2023-01-02
303,129,01/02/2023,21:13:02,114,2023-01-02
304,130,01/02/2023,21:14:55,109,2023-01-02
305,130,01/02/2023,21:14:55,110,2023-01-02
306,130,01/02/2023,21:14:55,129,2023-01-02
307,130,01/02/2023,21:14:55,105,2023-01-02
308,131,01/02/2023,21:33:10,104,2023-01-02
309,131,01/02/2023,21:33:10,124,2023-01-02
310,131,01/02/2023,21:33:10,126,2023-01-02
311,131,01/02/2023,21:33:10,123,2023-01-02
312,132,01/02/2023,21:42:45,113,2023-01-02
313,133,01/02/2023,22:00:17,101,2023-01-02
314,133,01/02/2023,22:00:17,109,2023-01-02
315,133,01/02/2023,22:00:17,114,2023-01-02
316,134,01/02/2023,22:13:24,107,2023-01-02
317,134,01/02/2023,22:13:24,105,2023-01-02
318,134,01/02/2023,22:13:24,123,2023-01-02
319,135,01/02/2023,22:29:34,132,2023-01-02
320,136,01/02/2023,22:32:49,124,2023-01-02
321,136,01/02/2023,22:32:49,118,2023-01-02
322,137,01/03/2023,11:34:10,128,2023-01-03
323,137,01/03/2023,11:34:10,113,2023-01-03
324,137,01/03/2023,11:34:10,122,2023-01-03
325,138,01/03/2023,11:44:50,102,2023-01-03
326,138,01/03/2023,11:44:50,125,2023-01-03
327,138,01/03/2023,11:44:50,127,2023-01-03
328,138,01/03/2023,11:44:50,120,2023-01-03
329,139,01/03/2023,11:57:39,124,2023-01-03
330,140,01/03/2023,12:26:44,119,2023-01-03
331,140,01/03/2023,12:26:44,132,2023-01-03
332,141,01/03/2023,13:16:01,108,2023-01-03
333,142,01/03/2023,13:33:59,126,2023-01-03
334,143,01/03/2023,13:41:36,102,2023-01-03
335,143,01/03/2023,13:41:36,108,2023-01-03
336,143,01/03/2023,13:41:36,109,2023-01-03
337,143,01/03/2023,13:41:36,129,2023-01-03
338,143,01/03/2023,13:41:36,113,2023-01-03
339,143,01/03/2023,13:41:36,119,2023-01-03
340,143,01/03/2023,13:41:36,106,2023-01-03
341,143,01/03/2023,13:41:36,132,2023-01-03
342,144,01/03/2023,13:44:28,101,2023-01-03
343,144,01/03/2023,13:44:28,107,2023-01-03
344,144,01/03/2023,13:44:28,102,2023-01-03
345,144,01/03/2023,13:44:28,104,2023-01-03
346,144,01/03/2023,13:44:28,124,2023-01-03
347,144,01/03/2023,13:44:28,125,2023-01-03
348,144,01/03/2023,13:44:28,112,2023-01-03
349,144,01/03/2023,13:44:28,105,2023-01-03
350,144,01/03/2023,13:44:28,105,2023-01-03
351,144,01/03/2023,13:44:28,122,2023-01-03
352,144,01/03/2023,13:44:28,106,2023-01-03
353,144,01/03/2023,13:44:28,132,2023-01-03
354,145,01/03/2023,13:53:48,114,2023-01-03
355,146,01/03/2023,14:22:10,102,2023-01-03
356,146,01/03/2023,14:22:10,125,2023-01-03
357,146,01/03/2023,14:22:10,109,2023-01-03
358,147,01/03/2023,14:32:51,NULL,2023-01-03
359,148,01/03/2023,14:40:42,128,2023-01-03
360,149,01/03/2023,14:48:45,131,2023-01-03
361,150,01/03/2023,14:49:58,113,2023-01-03
362,151,01/03/2023,15:09:34,105,2023-01-03
363,151,01/03/2023,15:09:34,123,2023-01-03
364,152,01/03/2023,15:09:42,109,2023-01-03
365,152,01/03/2023,15:09:42,131,2023-01-03
366,152,01/03/2023,15:09:42,106,2023-01-03
367,152,01/03/2023,15:09:42,114,2023-01-03
368,153,01/03/2023,15:16:34,129,2023-01-03
369,154,01/03/2023,15:22:43,119,2023-01-03
370,155,01/03/2023,15:28:59,104,2023-01-03
371,155,01/03/2023,15:28:59,111,2023-01-03
372,155,01/03/2023,15:28:59,113,2023-01-03
373,155,01/03/2023,15:28:59,118,2023-01-03
374,156,01/03/2023,15:42:19,111,2023-01-03
375,156,01/03/2023,15:42:19,106,2023-01-03
376,157,01/03/2023,15:43:03,117,2023-01-03
377,157,01/03/2023,15:43:03,128,2023-01-03
378,157,01/03/2023,15:43:03,120,2023-01-03
379,157,01/03/2023,15:43:03,130,2023-01-03
380,158,01/03/2023,15:54:30,127,2023-01-03
381,158,01/03/2023,15:54:30,106,2023-01-03
382,159,01/03/2023,15:59:22,125,2023-01-03
383,159,01/03/2023,15:59:22,106,2023-01-03
384,160,01/03/2023,16:35:33,108,2023-01-03
385,161,01/03/2023,16:43:46,109,2023-01-03
386,161,01/03/2023,16:43:46,122,2023-01-03
387,161,01/03/2023,16:43:46,NULL,2023-01-03
388,162,01/03/2023,16:51:22,107,2023-01-03
389,163,01/03/2023,16:54:54,109,2023-01-03
390,163,01/03/2023,16:54:54,113,2023-01-03
391,163,01/03/2023,16:54:54,114,2023-01-03
392,164,01/03/2023,16:56:33,102,2023-01-03
393,164,01/03/2023,16:56:33,113,2023-01-03
394,165,01/03/2023,16:57:37,119,2023-01-03
395,166,01/03/2023,16:58:51,119,2023-01-03
396,167,01/03/2023,17:00:49,101,2023-01-03
397,167,01/03/2023,17:00:49,117,2023-01-03
398,167,01/03/2023,17:00:49,113,2023-01-03
399,168,01/03/2023,17:02:27,107,2023-01-03
400,168,01/03/2023,17:02:27,132,2023-01-03
401,169,01/03/2023,17:15:48,125,2023-01-03
402,169,01/03/2023,17:15:48,110,2023-01-03
403,169,01/03/2023,17:15:48,120,2023-01-03
404,170,01/03/2023,17:21:31,109,2023-01-03
405,171,01/03/2023,17:23:03,111,2023-01-03
406,172,01/03/2023,17:29:24,111,2023-01-03
407,172,01/03/2023,17:29:24,123,2023-01-03
408,172,01/03/2023,17:29:24,106,2023-01-03
409,173,01/03/2023,17:35:30,102,2023-01-03
410,173,01/03/2023,17:35:30,108,2023-01-03
411,173,01/03/2023,17:35:30,132,2023-01-03
412,174,01/03/2023,17:37:49,107,2023-01-03
413,174,01/03/2023,17:37:49,102,2023-01-03
414,174,01/03/2023,17:37:49,102,2023-01-03
415,174,01/03/2023,17:37:49,110,2023-01-03
416,175,01/03/2023,17:50:51,117,2023-01-03
417,176,01/03/2023,17:51:57,102,2023-01-03
418,176,01/03/2023,17:51:57,118,2023-01-03
419,177,01/03/2023,17:54:36,111,2023-01-03
420,177,01/03/2023,17:54:36,106,2023-01-03
421,178,01/03/2023,18:15:03,118,2023-01-03
422,179,01/03/2023,18:20:14,109,2023-01-03
423,179,01/03/2023,18:20:14,120,2023-01-03
424,179,01/03/2023,18:20:14,132,2023-01-03
425,180,01/03/2023,18:33:34,108,2023-01-03
426,180,01/03/2023,18:33:34,119,2023-01-03
427,181,01/03/2023,18:49:32,129,2023-01-03
428,182,01/03/2023,18:50:10,115,2023-01-03
429,182,01/03/2023,18:50:10,118,2023-01-03
430,183,01/03/2023,18:54:55,111,2023-01-03
431,183,01/03/2023,18:54:55,130,2023-01-03
432,183,01/03/2023,18:54:55,130,2023-01-03
433,184,01/03/2023,18:59:05,109,2023-01-03
434,185,01/03/2023,19:08:33,120,2023-01-03
435,185,01/03/2023,19:08:33,130,2023-01-03
436,186,01/03/2023,19:36:00,129,2023-01-03
437,186,01/03/2023,19:36:00,105,2023-01-03
438,186,01/03/2023,19:36:00,130,2023-01-03
439,186,01/03/2023,19:36:00,106,2023-01-03
440,187,01/03/2023,19:37:12,124,2023-01-03
441,187,01/03/2023,19:37:12,130,2023-01-03
442,188,01/03/2023,20:08:39,124,2023-01-03
443,188,01/03/2023,20:08:39,113,2023-01-03
444,188,01/03/2023,20:08:39,118,2023-01-03
445,189,01/03/2023,20:12:14,107,2023-01-03
446,189,01/03/2023,20:12:14,106,2023-01-03
447,190,01/03/2023,20:14:23,101,2023-01-03
448,190,01/03/2023,20:14:23,125,2023-01-03
449,190,01/03/2023,20:14:23,112,2023-01-03
450,190,01/03/2023,20:14:23,119,2023-01-03
451,191,01/03/2023,20:24:50,102,2023-01-03
452,191,01/03/2023,20:24:50,103,2023-01-03
453,192,01/03/2023,20:30:08,120,2023-01-03
454,192,01/03/2023,20:30:08,105,2023-01-03
455,193,01/03/2023,20:55:47,107,2023-01-03
456,193,01/03/2023,20:55:47,102,2023-01-03
457,193,01/03/2023,20:55:47,103,2023-01-03
458,194,01/03/2023,21:21:24,101,2023-01-03
459,195,01/03/2023,21:25:20,101,2023-01-03
460,196,01/03/2023,21:40:14,120,2023-01-03
461,196,01/03/2023,21:40:14,122,2023-01-03
462,196,01/03/2023,21:40:14,132,2023-01-03
463,197,01/03/2023,21:47:48,125,2023-01-03
464,197,01/03/2023,21:47:48,110,2023-01-03
465,197,01/03/2023,21:47:48,127,2023-01-03
466,197,01/03/2023,21:47:48,121,2023-01-03
467,198,01/03/2023,21:55:42,107,2023-01-03
468,198,01/03/2023,21:55:42,103,2023-01-03
469,199,01/03/2023,22:10:38,103,2023-01-03
470,200,01/03/2023,22:24:05,NULL,2023-01-03
471,201,01/03/2023,22:29:59,116,2023-01-03
472,201,01/03/2023,22:29:59,104,2023-01-03
473,201,01/03/2023,22:29:59,117,2023-01-03
474,201,01/03/2023,22:29:59,NULL,2023-01-03
475,202,01/03/2023,22:50:29,102,2023-01-03
476,203,01/04/2023,11:30:48,102,2023-01-04
477,203,01/04/2023,11:30:48,127,2023-01-04
478,203,01/04/2023,11:30:48,112,2023-01-04
479,203,01/04/2023,11:30:48,114,2023-01-04
480,204,01/04/2023,11:36:25,122,2023-01-04
481,205,01/04/2023,11:43:54,102,2023-01-04
482,205,01/04/2023,11:43:54,103,2023-01-04
483,205,01/04/2023,11:43:54,119,2023-01-04
484,206,01/04/2023,11:45:10,111,2023-01-04
485,206,01/04/2023,11:45:10,113,2023-01-04
486,206,01/04/2023,11:45:10,122,2023-01-04
487,207,01/04/2023,12:03:58,122,2023-01-04
488,208,01/04/2023,12:12:05,101,2023-01-04
489,208,01/04/2023,12:12:05,101,2023-01-04
490,208,01/04/2023,12:12:05,103,2023-01-04
491,208,01/04/2023,12:12:05,113,2023-01-04
492,208,01/04/2023,12:12:05,114,2023-01-04
493,209,01/04/2023,12:29:17,102,2023-01-04
494,210,01/04/2023,12:34:13,131,2023-01-04
495,211,01/04/2023,12:54:20,113,2023-01-04
496,212,01/04/2023,13:16:03,110,2023-01-04
497,213,01/04/2023,13:20:39,125,2023-01-04
498,214,01/04/2023,13:39:16,110,2023-01-04
499,214,01/04/2023,13:39:16,117,2023-01-04
500,214,01/04/2023,13:39:16,129,2023-01-04
501,214,01/04/2023,13:39:16,130,2023-01-04
502,215,01/04/2023,13:44:49,126,2023-01-04
503,216,01/04/2023,14:31:56,101,2023-01-04
504,216,01/04/2023,14:31:56,124,2023-01-04
505,216,01/04/2023,14:31:56,109,2023-01-04
506,217,01/04/2023,14:35:03,108,2023-01-04
507,217,01/04/2023,14:35:03,131,2023-01-04
508,218,01/04/2023,14:35:11,122,2023-01-04
509,219,01/04/2023,14:42:01,101,2023-01-04
510,219,01/04/2023,14:42:01,124,2023-01-04
511,219,01/04/2023,14:42:01,118,2023-01-04
512,219,01/04/2023,14:42:01,131,2023-01-04
513,220,01/04/2023,15:31:59,109,2023-01-04
514,220,01/04/2023,15:31:59,110,2023-01-04
515,220,01/04/2023,15:31:59,111,2023-01-04
516,220,01/04/2023,15:31:59,122,2023-01-04
517,221,01/04/2023,15:33:18,124,2023-01-04
518,221,01/04/2023,15:33:18,119,2023-01-04
519,221,01/04/2023,15:33:18,114,2023-01-04
520,222,01/04/2023,15:46:38,125,2023-01-04
521,222,01/04/2023,15:46:38,120,2023-01-04
522,223,01/04/2023,16:08:20,112,2023-01-04
523,224,01/04/2023,16:39:58,103,2023-01-04
524,224,01/04/2023,16:39:58,117,2023-01-04
525,224,01/04/2023,16:39:58,111,2023-01-04
526,224,01/04/2023,16:39:58,106,2023-01-04
527,225,01/04/2023,16:41:48,101,2023-01-04
528,225,01/04/2023,16:41:48,101,2023-01-04
529,225,01/04/2023,16:41:48,105,2023-01-04
530,226,01/04/2023,16:59:39,108,2023-01-04
531,227,01/04/2023,17:24:39,101,2023-01-04
532,227,01/04/2023,17:24:39,114,2023-01-04
533,228,01/04/2023,17:31:24,127,2023-01-04
534,229,01/04/2023,17:37:57,127,2023-01-04
535,229,01/04/2023,17:37:57,119,2023-01-04
